ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,propertyaddress,longitude,latitude,landmarknear,propertyinfo,nameuser,classreviewamount
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Raya Ciater - Ciater, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7313756,107.6535055,Taman Hutan Raya Juanda,Sari Ater Hotel,RONAL J.,0 - 1000
8.5,0,0,0,0,0,0,1,0,8.1,0,1,0,0,6,4,1,0,1,0,0,0,0,0,1,0,-1,1,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia",-6.9006712,107.6174754,Kawah Putih,ibis Styles Bandung Grand Central,Iwan,0 - 1000
8.5,0,0,0,0,0,0,1,0,8.1,0,1,0,0,6,4,0,1,0,0,3,0,1,2,0,4,4,1,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Kawah Putih,De'Qur Hotel Bandung,Waluyo P. S.,0 - 1000
8.5,0,0,0,0,0,0,1,0,8.1,0,1,0,0,6,4,2,3,5,1,2,2,0,3,6,4,-2,1,"Jl.Raya Tangkuban Perahu No.50, Lembang, Bandung, Jawa Barat, Indonesia, 40191",-6.8108694,107.6249771,Kawah Putih,Grand Paradise Hotel,Nadia T.,0 - 1000
6.1,0,0,0,0,0,0,0,1,7.3,0,1,0,0,6,4,0,2,0,0,2,0,0,1,0,2,2,1,"Jalan Bukit Pakar Timur IV No. 8 Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40187",-6.8620582,107.6341793,Kawah Putih,Le Vallon Hotel,Runi S. S.,0 - 1000
6,0,0,0,0,0,0,0,1,7.3,0,1,0,0,6,4,0,1,0,0,1,0,0,1,0,2,2,1,"Dago Golf Raya 49, Dago Atas, Bandung, Jawa Barat, Indonesia, 40124",-6.9174639,107.6191228,Kawah Putih,Accordia Dago Hotel,Dian A.,0 - 1000
6.2,0,0,0,0,0,0,0,1,7.9,0,1,0,0,6,4,0,0,0,0,1,0,0,1,0,1,1,0,"Jalan Lebak Siuh Dago Pakar Timur Ciburial Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8650382,107.6230564,Taman Hutan Raya Juanda,Villa Verna AV4 Dago Village,Samira I.,0 - 1000
8.5,0,0,0,0,0,0,1,0,8.1,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Hortikultura No.01 RT 01 RW 05 Desa Jayagiri Kecamatan Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8100346,107.6171406,Kawah Putih,Samakta Guest House,Nindia A. I.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.3,0,1,0,0,6,5,0,2,0,0,3,0,1,2,0,3,3,0,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9081216,107.6261752,Kawah Putih,Tibera Taman Cibeunying,Putri A. Y.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.3,0,1,0,0,6,5,0,3,0,0,4,0,1,3,0,5,5,0,"Jl. Braga no 40 , Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9182335,107.6096359,Kawah Putih,GAS INN at GAS BLOCK BRAGA,Adam D. Y. W.,0 - 1000
9.1,0,0,0,0,0,0,0,1,7.3,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,"Pasirjambu, Mekarsari, Pasirjambu, Bandung Regency, West Java 40972, Pasirjambu, Bandung, Jawa Barat, Indonesia, 40972",-7.1544274,107.497265,Kawah Putih,Camping Elan Argapuri,,0 - 1000
8.5,0,0,0,0,0,0,0,1,9.1,0,0,0,1,6,5,5,3,7,1,3,5,1,4,7,5,-2,0,"jl. Suka senang, Desa Cibogo, Kecamatan Lembang Kabupaten Bandung Barat , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8147253,107.6355559,Taman Hutan Raya Juanda,Emaki Almasoem Resort,Sriyanti P. F. R.,0 - 1000
5.4,0,0,0,0,0,0,0,1,7.9,0,1,0,0,6,5,3,1,1,1,0,3,0,0,3,1,-2,1,"Jl. Tengku Angkasa No.27, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",-6.8913265,107.6159795,Taman Hutan Raya Juanda,de Sofia Dago,ita S.,0 - 1000
8.8,0,0,0,0,0,0,0,1,7.9,0,1,0,0,6,5,4,4,3,3,3,5,2,5,8,4,-4,1,"Tower A Lantai 18; Jl. Merdeka, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9140643,107.6108195,Taman Hutan Raya Juanda,Mercure Bandung Nexa Supratman,Agnes,0 - 1000
8.4,1,0,0,0,0,0,0,0,8.1,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Sukanegara No 88 Pagerwangi - Lembang Kab. Bandung Barat , Dago Atas, Bandung, Jawa Barat, Indonesia, 40381",-6.8452771,107.6284536,Geological Museum,VillaTel Salse,Susanti A.,0 - 1000
9.7,1,0,0,0,0,0,0,0,8.1,0,1,0,0,7,3,0,2,0,0,4,0,1,3,1,5,4,1,"Jalan Seskoau No.1, Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40790",-6.8166601,107.6253807,Geological Museum,Sandalwood Boutique Hotel,ayiela s.,0 - 1000
9.1,0,1,0,0,0,0,0,0,8.1,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,"jl. dago 462 E - F, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8675192,107.6208951,Sate Building,The Regia Dago,ADEX,0 - 1000
6.2,1,0,0,0,0,0,0,0,8.1,0,1,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,1,"Jalan Sukanegara No 88 Pagerwangi - Lembang Kab. Bandung Barat , Dago Atas, Bandung, Jawa Barat, Indonesia, 40381",-6.8452771,107.6284536,Geological Museum,VillaTel Salse,Indri M.,0 - 1000
6.1,0,0,0,0,0,0,0,1,6.9,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Sultan Tirtayasa No. 5, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9023519,107.6124921,Kawah Putih,M Premiere Hotel Dago,Henry A. B.,0 - 1000
9.4,0,0,0,0,0,0,0,1,6.9,1,0,0,0,7,4,0,3,4,1,3,2,1,4,5,6,1,1,"LLRE Martadinata St No.100, Citarum, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9091967,107.6247343,Kawah Putih,Panen Hotel by Tebu Group,Yayan Y.,0 - 1000
6,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,4,0,1,0,0,0,0,0,0,0,1,1,0,"Jl. Otto Iskandar Dinata No.84-92, Kb. Jeruk, Kec. Andir, Kota Bandung, Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40180",-6.9177853,107.6038819,Taman Hutan Raya Juanda,Collection O 22 Hotel Pasar Baru Heritage,Mohd D.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,4,0,1,0,0,2,0,0,2,0,2,2,0,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Taman Hutan Raya Juanda,De'Qur Hotel Bandung,Waluyo P. S.,0 - 1000
6,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,4,0,1,0,0,1,0,1,2,0,1,1,0,"Lebakmuncang, Kec. Ciwidey, Bandung, Jawa Barat 40973, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1142228,107.4460426,Taman Hutan Raya Juanda,Ciwidey Homestay,Fathurizqi R.,0 - 1000
6.6,0,0,0,0,0,0,0,1,7.9,0,1,0,0,7,4,0,2,0,0,3,0,2,3,0,3,3,1,"Jl. Panundaan Margamulya, desa Panundaan , Ciwidey, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1067417,107.4362182,Taman Hutan Raya Juanda,Villa Diovin Ciwidey,,0 - 1000
8.4,0,1,0,0,0,0,0,0,8.1,0,1,0,0,7,5,0,1,1,0,4,0,1,4,1,4,3,0,"Jalan Imam Bonjol No. 47 , Dago, Bandung, Jawa Barat, Indonesia",-6.8901284,107.6151509,Sate Building,Rumah Aca,Elfitri A. C. P.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.1,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0,1,1,0,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9032993,107.6166768,Sate Building,Hotel Bumi Asih Gedung Sate Bandung,aisyah h.,0 - 1000
6.2,0,1,0,0,0,0,0,0,8.1,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Tangkuban Perahu KM.28 No.147, Lembang - Cikole , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7826798,107.6503646,Sate Building,Cikole Jayagiri Hotel & Resort - Lembang,Sugianto,0 - 1000
9.1,1,0,0,0,0,0,0,0,8.1,0,1,0,0,7,5,1,3,2,1,3,0,1,3,3,4,1,1,"Jalan Seskoau No.1, Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40790",-6.8166601,107.6253807,Geological Museum,Sandalwood Boutique Hotel,Naluri B. W.,0 - 1000
6,0,0,0,0,0,0,0,1,6.9,1,0,0,0,7,5,0,0,0,0,1,0,1,1,1,4,3,0,"Jl. Ir. H. Juanda 46, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9013512,107.6125679,Kawah Putih,Four Points by Sheraton Bandung,Nuri A.,0 - 1000
6.9,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Apel No. 2, Rancakendal, Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8736894,107.6294625,Taman Hutan Raya Juanda,Casa De Apple,Jessie A.,0 - 1000
8.4,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,5,0,2,0,0,2,0,0,1,0,2,2,0,"Jalan Arumanis No 33 A , Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8726357,107.6296937,Taman Hutan Raya Juanda,Bale Dikara,Muhammad I. I.,0 - 1000
6.9,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Raya Lembang No. 272, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.811868,107.616338,Taman Hutan Raya Juanda,Grand Hotel Lembang,Citra A. L.,0 - 1000
8.4,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Seram No. 3 Kel. Citarum Kec. Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080239,107.6129776,Taman Hutan Raya Juanda,Gandasari Hotel,Suri A. P.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,5,1,0,0,1,0,1,0,0,1,0,-1,0,"Jalan Hasanudin No 10 , Dago, Dago, Bandung, Jawa Barat, Indonesia, 40121",-6.8950979,107.6144666,Taman Hutan Raya Juanda,Namin Dago Hotel,Ollies R.,0 - 1000
6,0,0,0,0,0,0,0,1,7.9,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9080875,107.6179482,Taman Hutan Raya Juanda,Flores Gallery Hotel,Sekar,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.9,0,1,0,0,7,5,0,2,0,0,2,0,1,1,0,2,2,0,"Jl.Sentra Dago Pakar Raya, Perumahan Dago Resort, Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40198",-6.8675325,107.6352826,Taman Hutan Raya Juanda,2BR Marbella Suite Apartment,Wita H.,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.3,0,0,1,0,8,1,2,1,1,1,1,1,1,1,4,3,-1,0,"Jl. Raya Soreang No.10 KM.17 Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40910",-7.0166924,107.5472021,Taman Hutan Raya Juanda,Sutan Raja Hotel and Convention Centre,Desi N.,0 - 1000
6,0,0,0,1,0,0,0,0,8.3,0,0,1,0,8,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Cimanuk No. 14, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9043514,107.620746,Taman Hutan Raya Juanda,Amaris Hotel Cimanuk,Ayyi Y.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8,0,1,0,0,9,3,0,1,0,1,2,1,1,2,1,3,2,1,"Jalan Raya Pangalengan km 31.2, Kampung Cihideung, Desa Tribakti Mulya, Kecamatan Pangalengan, Kabupaten Bandung, Jawa Barat., Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1361729,107.5575753,Kawah Putih,Kia Ora Lodge,Maya D.,0 - 1000
9.4,0,0,0,0,0,0,0,1,8,0,1,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Saninten No 65 Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9057647,107.6273261,Kawah Putih,Saninten Inn,Bima M. P.,0 - 1000
5.4,0,0,0,0,0,0,0,1,8,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Daisy Garden no. 56, Cluster Spring Hill, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8590609,107.6524849,Kawah Putih,Spring Hill Villa Syariah Bandung - 4 Bedrooms,Heru C.,0 - 1000
5.8,0,0,0,0,0,0,0,1,8,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Bukit Pakar Timur IV No. 88 Dago Pakar , Dago Atas, Bandung, Jawa Barat, Indonesia, 40141",-6.8617564,107.6355892,Kawah Putih,Dago Highland Resort,Hapid J.,0 - 1000
9.4,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan L.L.R.E Martadinata (Riau) No. 207, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9128792,107.6296937,Taman Hutan Raya Juanda,Grand Tebu Hotel,JIMMY I. S.,0 - 1000
8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9081216,107.6261752,Taman Hutan Raya Juanda,Tibera Taman Cibeunying,yani t. a.,0 - 1000
8.8,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,2,2,1,"Stadion Siliwangi, Jalan Lombok, Citarum, Jawa Barat, 40113, Indonesia, Bandung, Sumurbandung, Bandung, Jawa Barat, Indonesia, 40103",-6.91056,107.6186236,Taman Hutan Raya Juanda,OYO 90479 The Ethnic Hotel Bandung (all Suites),Akbari S.,0 - 1000
8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,1,0,0,1,0,1,1,1,"Jl.Ciburial Indah No.45, Dago Pakar, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40188",-6.8599688,107.642993,Taman Hutan Raya Juanda,Dago Heuvel Resort and Villa,Akmad A.,0 - 1000
9.7,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,1,0,1,0,1,1,1,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Taman Hutan Raya Juanda,De'Qur Hotel Bandung,philip i.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.5,0,0,1,0,10,4,0,0,0,0,2,0,0,2,0,2,2,1,"Jalan Sentra Dago Pakar, Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40198",-6.869581,107.632386,Kawah Putih,Marbella Hotel Dago Bandung,Wita S. A.,0 - 1000
6,0,0,0,0,0,0,0,1,8.5,0,0,1,0,10,4,0,1,0,0,2,0,1,2,0,2,2,1,"Jl. Gambung, Km. 6, Pasir jambu, Ciwidey, Bandung, Pasirjambu, Bandung, Jawa Barat, Indonesia, 40971",-7.1308521,107.5134355,Kawah Putih,Argapuri Resort,Sindy A.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.5,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Imam Bonjol No. 27 Lebak gede, Coblong, Kota Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.892327,107.6151813,Kawah Putih,Rumah Ebo Guesthouse,Tony F. M.,0 - 1000
8.5,0,0,0,0,0,0,0,1,9,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Ranca kendal Raya No 175 Rt 05 Rw 01 Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.872684,107.6278651,Taman Hutan Raya Juanda,Zeva Villa Dago,Yonatan R. T.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Braga No.8, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9208377,107.6103301,Taman Hutan Raya Juanda,Kimaya Braga Bandung by Harris,Geraldus A. P.,0 - 1000
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,10,4,0,1,0,0,2,0,0,1,0,3,3,0,"Jalan Asia Afrika No.81, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.921171,107.6115211,Taman Hutan Raya Juanda,Grand Hotel Preanger,Elsa R.,0 - 1000
9.7,0,0,0,0,0,0,0,1,7.8,0,1,0,0,10,4,1,1,0,0,2,0,1,1,2,6,4,0,"Jl. Kolonel Masturi No. 151 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 4054",-6.8067922,107.5941443,Taman Hutan Raya Juanda,The Beautiful and Unique Omega Villa,Felicia C. W.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.5,0,0,1,0,10,5,2,2,2,1,3,1,1,3,3,5,2,0,"Jl. Raya Lembang Asri No. 115 Lembang , Lembang, Bandung, Jawa Barat, Indonesia, 40264",-6.7947958,107.5996385,Kawah Putih,Alessandra Private Villa Syariah,abdul m.,0 - 1000
10,0,0,0,0,0,0,0,1,9,0,0,1,0,10,5,1,1,0,0,4,1,2,4,1,10,9,1,"Bukit Pakar Golf 3, Kav 50. Golf Island Residence Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8675325,107.6352826,Taman Hutan Raya Juanda,Roemah Asri Villa - Resort Dago Pakar,Reza W.,0 - 1000
8.5,0,0,0,0,0,0,0,1,9,0,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Taman Cibeunying Selatan No 45, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9048057,107.6236129,Taman Hutan Raya Juanda,Selaras Guest House & Restaurant,Thaha U.,0 - 1000
6.4,0,0,0,0,0,0,0,1,7.8,0,1,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Raya Situ Patenggang Km.8, Ciwidey , Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.0849225,107.4461432,Taman Hutan Raya Juanda,Patuha Tjiwideij - Kawah Putih Ciwidey,Cicik P. P.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.5,0,0,1,0,11,2,1,0,2,0,0,0,0,0,2,0,-2,1,"Jl Cimanuk 11a Bandung , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9034265,107.6210642,Taman Hutan Raya Juanda,The House Tour Hotel Downtown,muhammad y. f.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.5,0,0,1,0,11,4,0,1,0,0,2,0,0,1,0,4,4,0,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9080875,107.6179482,Taman Hutan Raya Juanda,Flores Gallery Hotel,Intan G.,0 - 1000
8.4,0,0,0,0,0,0,0,1,8.5,0,0,1,0,11,4,0,0,0,0,1,0,0,2,2,4,2,0,"Jalan Bagusrangin No.17B (Depan Taman Bagusrangin / depan Kafe Kebon / Salon hetty Hair, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8976269,107.6170349,Taman Hutan Raya Juanda,Hannah Room - Khusus Putri,MARIA D. N. A. B. P.,0 - 1000
6,0,1,0,0,0,0,0,0,8,0,1,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,"Jl melati no 18 jl sersan bajuri, cihideung parongpong bandung barat, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8124798,107.59601,"Braga, Asia Afrika",Costay Bajuri House,Ria M.,0 - 1000
6.1,0,1,0,0,0,0,0,0,8,0,1,0,0,12,2,0,3,0,0,2,0,1,2,1,2,1,0,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9081216,107.6261752,"Braga, Asia Afrika",Tibera Taman Cibeunying,yani t. a.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,12,5,1,1,1,0,2,0,1,2,1,3,2,1,"Jalan Bukit Pakar Timur IV/D6, Dago Atas, Bandung, Jawa Barat, Indonesia, 40132",-6.8614947,107.6348723,Taman Hutan Raya Juanda,De Bukit Dago Villa by HouseinBandung,Ahmad F. Y.,0 - 1000
6.4,0,0,0,0,0,0,0,1,8.6,0,0,1,0,12,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Imam Bonjol No. 47 , Dago, Bandung, Jawa Barat, Indonesia",-6.8901284,107.6151509,Taman Hutan Raya Juanda,Rumah Aca,Christina A.,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Raya Pangalengan km 31.2, Kampung Cihideung, Desa Tribakti Mulya, Kecamatan Pangalengan, Kabupaten Bandung, Jawa Barat., Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1361729,107.5575753,Kawah Putih,Kia Ora Lodge,Bintang Y. S.,0 - 1000
10,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,3,0,2,0,0,3,0,0,2,0,5,5,1,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40115",-6.9031712,107.6212606,Kawah Putih,Hotel Vio Cimanuk,muhamad e. s.,0 - 1000
9.3,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,3,0,3,0,0,3,0,1,4,0,4,4,1,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9043514,107.620746,Kawah Putih,Amaris Hotel Cimanuk,Guest-r0wy1l,0 - 1000
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,4,3,0,4,2,1,3,1,1,5,1,-4,0,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.908499,107.6184802,Kawah Putih,Amaroossa Bandung,nadine w. a.,0 - 1000
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,4,1,1,0,1,0,2,0,1,2,0,-2,0,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,ALI1 Pondok Orange 1 Ciwidey,TRIANA F. N.,0 - 1000
5.7,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,4,0,0,0,0,0,0,0,0,0,1,1,1,"Jalan Braga No. 10, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9194606,107.6098208,Kawah Putih,de Braga by Artotel,Andhika B. P.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan W.R. Supratman No. 98, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9019507,107.6273712,Kawah Putih,Mitra Hotel Bandung,Hotma S.,0 - 1000
6.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,5,0,0,0,0,1,0,0,1,0,2,2,1,"Jalan Ir. H Juanda No. 50 , Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.9008204,107.6125846,Kawah Putih,OYO 1452 Hotel Utari,FAILA S.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,5,1,3,1,1,1,1,0,1,2,2,0,1,"Jalan Jayagiri No. 54, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073445,107.6195828,Kawah Putih,Jayagiri Guesthouse,Rafika F.,0 - 1000
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,5,0,3,1,0,3,0,2,5,0,5,5,1,"Jalan Dago Pakar Permai 2 No 41, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8653691,107.6369539,Kawah Putih,5 BR Hill View Villa with a private pool 1,Mutiara D.,0 - 1000
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,13,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Bukit Pakar Timur IV/D6, Dago Atas, Bandung, Jawa Barat, Indonesia, 40132",-6.8614947,107.6348723,Kawah Putih,De Bukit Dago Villa by HouseinBandung,Rama A.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,5,2,2,0,0,2,0,0,3,2,3,1,0,"Jalan W.R. Supratman No. 98, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9019507,107.6273712,Kawah Putih,Mitra Hotel Bandung,Vera E. S.,0 - 1000
8.4,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9081216,107.6261752,Kawah Putih,Tibera Taman Cibeunying,Fadhlya C. K.,0 - 1000
8,0,0,0,0,0,0,0,1,8.5,0,0,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Ir. Haji Juanda No.129, Dago, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8912262,107.6127002,Kawah Putih,Geulis Boutique Hotel & Cafe,Rina H.,0 - 1000
8.7,0,0,0,0,0,0,0,1,8,0,1,0,0,14,2,0,1,0,0,1,0,1,1,0,2,2,1,"Jl. Merdeka No.25-29, Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",-6.9092345,107.6103071,Taman Hutan Raya Juanda,La Grande Apartment By Handoko,Aripan N. M. R.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.5,0,0,1,0,14,3,0,1,0,0,4,0,0,2,0,8,8,0,"Jl. Sultan Tirtayasa No. 5, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9023519,107.6124921,Kawah Putih,M Premiere Hotel Dago,Marcha N. K.,0 - 1000
